학원명,분야구분,"학원주소",설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,강사수
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",윈도우+인터넷활용,20,1개월0일,720,"300,000",,,,,,,,"300,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",포토샵실무활용,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",일러스트 실무활용,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",인디자인 실무활용,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",국가공인GTQ자격취득,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",워드프로세서 자격취득과정 필기/실기,20,1개월0일,720,"300,000",,,,,,,,"300,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터활용능력2급 자격취득 필기/실기,20,1개월0일,720,"300,000",,,,,,,,"300,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터활용능력1급 자격취득 필기/실기,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",국가공인ITQ자격취득,20,1개월0일,960,"300,000",,,,,,,,"300,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",사무자동화기사,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",정보처리기사/기능사,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",C언어 프로그래밍,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",JAVA 프로그래밍,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",스크래치 프로그래밍,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",엔트리 프로그래밍,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터 기계제도 설계 실무/자격,20,1개월0일,720,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",스마트폰 기초 과정/활용 과정,20,1개월0일,720,"300,000",,,,,,,,"300,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-윈도우10+인터넷활용,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-한글실무,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-파워포인트실무,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-엑셀실무,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-ITQ한글,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-ITQ엑셀,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-ITQ파워포인트,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-ITQ엑세스,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-포토스케이프,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-포토샵실무,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-일러스트실무,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-GTQ포토샵,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-GTQ일러스트,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-컴퓨터활용능력2급실기,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-유투브동영상편집 제작,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-블로그 홈페이지 제작,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-스마트폰 기초,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",바우처-스마트폰 활용,20,1개월0일,1800,"350,000",,,,,,,,"350,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",SNS블로그 마케팅 제작 편집,20,1개월0일,720,"450,000",,,,,,,,"450,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",SNS 유튜브 마케팅 동영상 제작 편집,20,1개월0일,720,"450,000",,,,,,,,"450,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","사무업실무기초(윈도우10활용,인터넷활용,한글실무,파워포인트실무,엑셀실",20,1개월0일,8160,"816,000",,,,,,,,"816,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","사무업무실무자격(itq한글,itq파워포인트,itq엑셀)",20,1개월0일,7800,"780,000",,,,,,,,"780,000",3
대승컴퓨터학원,직업기술,대전광역시 대덕구 중리북로 10   4층 (법동),"김학국,박경희",042-625-0301,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴활2급자격증취득(필기+실기),20,1개월0일,6000,"600,000",,,,,,,,"600,000",3
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터실무활용과정(각 과정별-엑셀, 한글, 파포, 액세스, MSWORD)",40,1개월0일,960,"150,000",,,,,,,,"150,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터자격증취득과정(각 과정별-워드,컴활,MOS,E-test,문서실무사,ITQ)",40,1개월0일,960,"150,000",,,,,,,,"150,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","그래픽실무및자격증취득과정(각 과정별-포토샵,GTQ,멀티미디어자격증)",40,1개월0일,960,"200,000",,,,,,,,"200,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",경영자컴퓨터교육(PC활용 고급),20,0개월14일,1440,"500,000",,,,,,,,"500,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","경영자블로그마케팅(블로그제작,OA)",20,0개월14일,1440,"550,000",,,,,,,,"550,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","경영자모바일마케팅(모바일홍보,PC활용)",20,0개월14일,1440,"550,000",,,,,,,,"550,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터프로그래밍(코딩),10,1개월0일,960,"240,000",,,,,,,,"240,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터활용능력1급,10,1개월0일,960,"200,000",,,,,,,,"200,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터자격증취득과정(기능사과정),10,1개월0일,960,"200,000",,,,,,,,"200,000",1
학사컴퓨터학원,직업기술,"대전광역시 동구 옥천로180번길 15 , 401-1호 (판암동)",김가연,042-282-7052,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터자격증취득과정(산업기사과정),10,1개월0일,960,"240,000",,,,,,,,"240,000",1
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리가능사취득(이론),20,2개월0일,4320,"535,680",,,,,,,,"520,380",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능사실기(1),30,1개월7일,2100,"550,000",,,,,,,,"500,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능사실기(2),30,1개월7일,2100,"400,000",,,,,,,,"350,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능사실기(3),30,0개월7일,420,"200,000",,,,,,,,"200,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능사실기(4),30,0개월7일,210,"130,000",,,,,,,,"130,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리산업기사실기(1),30,1개월7일,2100,"700,000",,,,,,,,"650,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리산업기사실기(2),30,1개월7일,2100,"500,000",,,,,,,,"500,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리산업기사실기(3),30,0개월7일,420,"250,000",,,,,,,,"250,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리산업기사실기(4),30,0개월7일,210,"150,000",,,,,,,,"150,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능장실기(1),30,1개월7일,2100,"800,000",,,,,,,,"800,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능장실기(2),30,1개월7일,2100,"600,000",,,,,,,,"600,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능장실기(3),30,0개월7일,660,"300,000",,,,,,,,"300,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,에너지관리기능장실기(4),30,0개월7일,330,"200,000",,,,,,,,"200,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,공조냉동기능사취득(이론),20,2개월0일,4320,"535,680",,,,,,,,"520,380",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,공조냉동기능사실기(1),20,1개월7일,2100,"550,000",,,,,,,,"500,000",2
한국열관리냉동기술학원,직업기술,"대전광역시 동구 대전로 799 , 5층 (중동)",이유배,042-256-6858,에너지,공조냉동기능사실기(2),20,1개월7일,2100,"400,000",,,,,,,,"350,000",2
